trip_id,start_time,end_time,headway_secs
NS.0,05:16:00,07:30:00,300
NS.0,07:30:00,09:30:00,210
NS.0,09:30:00,17:30:00,300
NS.0,17:30:00,19:30:00,210
NS.0,19:30:00,22:46:00,300
NS.1,06:10:00,07:30:00,300
NS.1,07:30:00,09:30:00,210
NS.1,09:30:00,17:30:00,300
NS.1,17:30:00,19:30:00,210
NS.1,19:30:00,23:48:00,300
EW.0,05:28:00,07:30:00,300
EW.0,07:30:00,09:30:00,210
EW.0,09:30:00,17:30:00,300
EW.0,17:30:00,19:30:00,210
EW.0,19:30:00,23:23:00,300
EW.1,05:19:00,07:30:00,300
EW.1,07:30:00,09:30:00,210
EW.1,09:30:00,17:30:00,300
EW.1,17:30:00,19:30:00,210
EW.1,19:30:00,23:20:00,300
CG.0,05:20:00,08:00:00,720
CG.0,08:00:00,09:00:00,480
CG.0,09:00:00,12:30:00,720
CG.0,12:30:00,14:00:00,480
CG.0,14:00:00,19:30:00,720
CG.0,19:30:00,22:15:00,480
CG.0,22:15:00,23:50:00,720
CG.1,05:31:00,08:00:00,720
CG.1,08:00:00,09:00:00,480
CG.1,09:00:00,12:30:00,720
CG.1,12:30:00,14:00:00,480
CG.1,14:00:00,19:30:00,720
CG.1,19:30:00,22:15:00,480
CG.1,22:15:00,23:18:00,720
NE.0,05:50:00,07:30:00,270
NE.0,07:30:00,09:30:00,180
NE.0,09:30:00,17:30:00,270
NE.0,17:30:00,19:30:00,180
NE.0,19:30:00,23:55:00,270
NE.1,05:42:00,07:30:00,270
NE.1,07:30:00,09:30:00,180
NE.1,09:30:00,17:30:00,270
NE.1,17:30:00,19:30:00,180
NE.1,19:30:00,23:28:00,270
CC.0,05:30:00,07:00:00,360
CC.0,07:00:00,10:00:00,210
CC.0,10:00:00,17:00:00,360
CC.0,17:00:00,21:00:00,210
CC.0,21:00:00,23:03:00,360
CC.1,05:30:00,07:00:00,360
CC.1,07:00:00,10:00:00,210
CC.1,10:00:00,17:00:00,360
CC.1,17:00:00,21:00:00,210
CC.1,21:00:00,23:03:00,360
CE.0,06:10:00,07:00:00,420
CE.0,07:00:00,10:00:00,420
CE.0,10:00:00,17:00:00,420
CE.0,17:00:00,21:00:00,420
CE.0,21:00:00,23:43:00,420
CE.1,05:59:00,07:00:00,420
CE.1,07:00:00,10:00:00,420
CE.1,10:00:00,17:00:00,420
CE.1,17:00:00,21:00:00,420
CE.1,21:00:00,23:55:00,420
DT.0,05:30:00,07:30:00,270
DT.0,07:30:00,09:30:00,150
DT.0,09:30:00,17:30:00,270
DT.0,17:30:00,19:30:00,150
DT.0,19:30:00,23:35:00,270
DT.1,05:36:00,07:30:00,270
DT.1,07:30:00,09:30:00,150
DT.1,09:30:00,17:30:00,270
DT.1,17:30:00,19:30:00,150
DT.1,19:30:00,23:40:00,270
TE.0,05:00:00,07:30:00,270
TE.0,07:30:00,09:30:00,150
TE.0,09:30:00,17:30:00,270
TE.0,17:30:00,19:30:00,150
TE.0,19:30:00,23:35:00,270
TE.1,05:00:00,07:30:00,270
TE.1,07:30:00,09:30:00,150
TE.1,09:30:00,17:30:00,270
TE.1,17:30:00,19:30:00,150
TE.1,19:30:00,23:40:00,270
SE.0,05:00:00,06:45:00,330
SE.0,06:45:00,08:45:00,210
SE.0,08:45:00,18:15:00,330
SE.0,18:15:00,20:30:00,210
SE.0,20:30:00,25:00:00,330
SE.1,05:00:00,06:45:00,330
SE.1,06:45:00,08:45:00,210
SE.1,08:45:00,18:15:00,330
SE.1,18:15:00,20:30:00,210
SE.1,20:30:00,25:00:00,330
SW.0,05:00:00,06:45:00,330
SW.0,06:45:00,08:45:00,210
SW.0,08:45:00,18:15:00,330
SW.0,18:15:00,20:30:00,210
SW.0,20:30:00,25:00:00,330
SW.1,05:00:00,06:45:00,330
SW.1,06:45:00,08:45:00,210
SW.1,08:45:00,18:15:00,330
SW.1,18:15:00,20:30:00,210
SW.1,20:30:00,25:00:00,330
PE.0,05:00:00,06:45:00,405
PE.0,06:45:00,08:45:00,210
PE.0,08:45:00,18:15:00,405
PE.0,18:15:00,20:30:00,210
PE.0,20:30:00,25:00:00,405
PE.1,05:00:00,06:45:00,405
PE.1,06:45:00,08:45:00,210
PE.1,08:45:00,18:15:00,405
PE.1,18:15:00,20:30:00,210
PE.1,20:30:00,25:00:00,405
PW.0,05:00:00,06:45:00,405
PW.0,06:45:00,08:45:00,210
PW.0,08:45:00,18:15:00,405
PW.0,18:15:00,20:30:00,210
PW.0,20:30:00,25:00:00,405
PW.1,05:00:00,06:45:00,405
PW.1,06:45:00,08:45:00,210
PW.1,08:45:00,18:15:00,405
PW.1,18:15:00,20:30:00,210
PW.1,20:30:00,25:00:00,405
BP.0,05:00:00,06:00:00,210
BP.0,06:00:00,08:30:00,165
BP.0,08:30:00,18:00:00,390
BP.0,18:00:00,19:30:00,330
BP.0,19:30:00,25:00:00,390
BP.1,05:00:00,06:00:00,210
BP.1,06:00:00,08:30:00,165
BP.1,08:30:00,18:00:00,390
BP.1,18:00:00,19:30:00,330
BP.1,19:30:00,25:00:00,390
BP.0,10:00:00,16:00:00,1200
10:WD:0,05:00:00,06:30:00,660
10:WD:0,06:30:00,08:30:00,540
10:WD:0,08:30:00,17:00:00,660
10:WD:0,17:00:00,19:00:00,720
10:WD:0,19:00:00,23:00:00,780
10:WD:1,06:00:00,06:30:00,720
10:WD:1,06:30:00,08:30:00,600
10:WD:1,08:30:00,17:00:00,720
10:WD:1,17:00:00,19:00:00,540
10:WD:1,19:00:00,24:00:00,840
10:SAT:0,05:00:00,06:30:00,660
10:SAT:0,06:30:00,08:30:00,540
10:SAT:0,08:30:00,17:00:00,660
10:SAT:0,17:00:00,19:00:00,720
10:SAT:0,19:00:00,23:00:00,780
10:SAT:1,06:00:00,06:30:00,720
10:SAT:1,06:30:00,08:30:00,600
10:SAT:1,08:30:00,17:00:00,720
10:SAT:1,17:00:00,19:00:00,540
10:SAT:1,19:00:00,24:00:00,840
10:SUN:0,05:00:00,06:30:00,660
10:SUN:0,06:30:00,08:30:00,540
10:SUN:0,08:30:00,17:00:00,660
10:SUN:0,17:00:00,19:00:00,720
10:SUN:0,19:00:00,23:00:00,780
10:SUN:1,06:15:00,06:30:00,720
10:SUN:1,06:30:00,08:30:00,600
10:SUN:1,08:30:00,17:00:00,720
10:SUN:1,17:00:00,19:00:00,540
10:SUN:1,19:00:00,24:00:00,840
100:WD:0,05:30:00,06:30:00,600
100:WD:0,06:30:00,08:30:00,480
100:WD:0,08:30:00,17:00:00,600
100:WD:0,17:00:00,19:00:00,600
100:WD:0,19:00:00,23:45:00,1020
100:WD:1,06:00:00,06:30:00,540
100:WD:1,06:30:00,08:30:00,420
100:WD:1,08:30:00,17:00:00,540
100:WD:1,17:00:00,19:00:00,600
100:WD:1,19:00:00,24:00:00,780
100:SAT:0,05:30:00,06:30:00,600
100:SAT:0,06:30:00,08:30:00,480
100:SAT:0,08:30:00,17:00:00,600
100:SAT:0,17:00:00,19:00:00,600
100:SAT:0,19:00:00,23:45:00,1020
100:SAT:1,06:00:00,06:30:00,540
100:SAT:1,06:30:00,08:30:00,420
100:SAT:1,08:30:00,17:00:00,540
100:SAT:1,17:00:00,19:00:00,600
100:SAT:1,19:00:00,24:00:00,780
100:SUN:0,05:30:00,06:30:00,600
100:SUN:0,06:30:00,08:30:00,480
100:SUN:0,08:30:00,17:00:00,600
100:SUN:0,17:00:00,19:00:00,600
100:SUN:0,19:00:00,23:45:00,1020
100:SUN:1,06:00:00,06:30:00,540
100:SUN:1,06:30:00,08:30:00,420
100:SUN:1,08:30:00,17:00:00,540
100:SUN:1,17:00:00,19:00:00,600
100:SUN:1,19:00:00,24:00:00,780
100A:WD:0,06:30:00,08:30:00,1800
100A:WD:0,17:00:00,19:00:00,1440
101:WD:0,05:15:00,06:30:00,600
101:WD:0,06:30:00,08:30:00,480
101:WD:0,08:30:00,17:00:00,600
101:WD:0,17:00:00,19:00:00,480
101:WD:0,19:00:00,24:00:00,660
101:SAT:0,05:15:00,06:30:00,600
101:SAT:0,06:30:00,08:30:00,480
101:SAT:0,08:30:00,17:00:00,600
101:SAT:0,17:00:00,19:00:00,480
101:SAT:0,19:00:00,24:00:00,660
101:SUN:0,05:15:00,06:30:00,600
101:SUN:0,06:30:00,08:30:00,480
101:SUN:0,08:30:00,17:00:00,600
101:SUN:0,17:00:00,19:00:00,480
101:SUN:0,19:00:00,24:00:00,660
102:WD:0,05:45:00,06:30:00,660
102:WD:0,06:30:00,08:30:00,600
102:WD:0,08:30:00,17:00:00,660
102:WD:0,17:00:00,19:00:00,660
102:WD:0,19:00:00,23:30:00,780
102:SAT:0,05:45:00,06:30:00,660
102:SAT:0,06:30:00,08:30:00,600
102:SAT:0,08:30:00,17:00:00,660
102:SAT:0,17:00:00,19:00:00,660
102:SAT:0,19:00:00,23:30:00,780
102:SUN:0,05:45:00,06:30:00,660
102:SUN:0,06:30:00,08:30:00,600
102:SUN:0,08:30:00,17:00:00,660
102:SUN:0,17:00:00,19:00:00,660
102:SUN:0,19:00:00,23:30:00,780
103:WD:0,06:00:00,06:30:00,720
103:WD:0,06:30:00,08:30:00,600
103:WD:0,08:30:00,17:00:00,720
103:WD:0,17:00:00,19:00:00,660
103:WD:0,19:00:00,24:15:00,780
103:WD:1,06:00:00,06:30:00,720
103:WD:1,06:30:00,08:30:00,600
103:WD:1,08:30:00,17:00:00,720
103:WD:1,17:00:00,19:00:00,540
103:WD:1,19:00:00,24:00:00,900
103:SAT:0,06:00:00,06:30:00,720
103:SAT:0,06:30:00,08:30:00,600
103:SAT:0,08:30:00,17:00:00,720
103:SAT:0,17:00:00,19:00:00,660
103:SAT:0,19:00:00,24:00:00,780
103:SAT:1,06:00:00,06:30:00,720
103:SAT:1,06:30:00,08:30:00,600
103:SAT:1,08:30:00,17:00:00,720
103:SAT:1,17:00:00,19:00:00,540
103:SAT:1,19:00:00,24:00:00,900
103:SUN:0,06:00:00,06:30:00,720
103:SUN:0,06:30:00,08:30:00,600
103:SUN:0,08:30:00,17:00:00,720
103:SUN:0,17:00:00,19:00:00,660
103:SUN:0,19:00:00,24:00:00,780
103:SUN:1,06:00:00,06:30:00,720
103:SUN:1,06:30:00,08:30:00,600
103:SUN:1,08:30:00,17:00:00,720
103:SUN:1,17:00:00,19:00:00,540
103:SUN:1,19:00:00,24:00:00,900
105:WD:0,05:45:00,06:30:00,600
105:WD:0,06:30:00,08:30:00,600
105:WD:0,08:30:00,17:00:00,600
105:WD:0,17:00:00,19:00:00,720
105:WD:0,19:00:00,24:00:00,780
105:WD:1,05:45:00,06:30:00,660
105:WD:1,06:30:00,08:30:00,660
105:WD:1,08:30:00,17:00:00,660
105:WD:1,17:00:00,19:00:00,720
105:WD:1,19:00:00,23:45:00,720
105:SAT:0,05:45:00,06:30:00,600
105:SAT:0,06:30:00,08:30:00,600
105:SAT:0,08:30:00,17:00:00,600
105:SAT:0,17:00:00,19:00:00,720
105:SAT:0,19:00:00,24:00:00,780
105:SAT:1,05:45:00,06:30:00,660
105:SAT:1,06:30:00,08:30:00,660
105:SAT:1,08:30:00,17:00:00,660
105:SAT:1,17:00:00,19:00:00,720
105:SAT:1,19:00:00,24:00:00,720
105:SUN:0,06:00:00,06:30:00,600
105:SUN:0,06:30:00,08:30:00,600
105:SUN:0,08:30:00,17:00:00,600
105:SUN:0,17:00:00,19:00:00,720
105:SUN:0,19:00:00,24:00:00,780
105:SUN:1,05:45:00,06:30:00,660
105:SUN:1,06:30:00,08:30:00,660
105:SUN:1,08:30:00,17:00:00,660
105:SUN:1,17:00:00,19:00:00,720
105:SUN:1,19:00:00,23:45:00,720
105B:WD:0,06:53:00,08:30:00,840
106:WD:0,05:30:00,06:30:00,540
106:WD:0,06:30:00,08:30:00,480
106:WD:0,08:30:00,17:00:00,540
106:WD:0,17:00:00,19:00:00,780
106:WD:0,19:00:00,23:30:00,780
106:WD:1,06:00:00,06:30:00,660
106:WD:1,06:30:00,08:30:00,660
106:WD:1,08:30:00,17:00:00,660
106:WD:1,17:00:00,19:00:00,600
106:WD:1,19:00:00,23:30:00,780
106:SAT:0,05:30:00,06:30:00,540
106:SAT:0,06:30:00,08:30:00,480
106:SAT:0,08:30:00,17:00:00,540
106:SAT:0,17:00:00,19:00:00,780
106:SAT:0,19:00:00,23:30:00,780
106:SAT:1,06:00:00,06:30:00,660
106:SAT:1,06:30:00,08:30:00,660
106:SAT:1,08:30:00,17:00:00,660
106:SAT:1,17:00:00,19:00:00,600
106:SAT:1,19:00:00,23:30:00,780
106:SUN:0,05:30:00,06:30:00,540
106:SUN:0,06:30:00,08:30:00,480
106:SUN:0,08:30:00,17:00:00,540
106:SUN:0,17:00:00,19:00:00,780
106:SUN:0,19:00:00,23:30:00,780
106:SUN:1,06:00:00,06:30:00,660
106:SUN:1,06:30:00,08:30:00,660
106:SUN:1,08:30:00,17:00:00,660
106:SUN:1,17:00:00,19:00:00,600
106:SUN:1,19:00:00,23:30:00,780
106A:WD:0,07:46:00,08:30:00,540
106A:WD:0,08:30:00,17:00:00,540
107:WD:0,05:30:00,06:30:00,780
107:WD:0,06:30:00,08:30:00,480
107:WD:0,08:30:00,17:00:00,780
107:WD:0,17:00:00,19:00:00,840
107:WD:1,05:45:00,06:30:00,780
107:WD:1,06:30:00,08:30:00,840
107:WD:1,08:30:00,17:00:00,780
107:WD:1,17:00:00,19:00:00,660
107:SAT:0,05:30:00,06:30:00,780
107:SAT:0,06:30:00,08:30:00,480
107:SAT:0,08:30:00,17:00:00,780
107:SAT:1,05:45:00,06:30:00,780
107:SAT:1,06:30:00,08:30:00,840
107:SAT:1,08:30:00,17:00:00,780
107M:WD:0,19:50:00,23:15:00,840
107M:SAT:0,13:43:00,17:00:00,840
107M:SAT:0,17:00:00,19:00:00,960
107M:SAT:0,19:00:00,23:15:00,840
107M:SUN:0,05:45:00,06:30:00,840
107M:SUN:0,06:30:00,08:30:00,780
107M:SUN:0,08:30:00,17:00:00,840
107M:SUN:0,17:00:00,19:00:00,960
107M:SUN:0,19:00:00,23:15:00,840
109:WD:0,05:45:00,06:30:00,780
109:WD:0,06:30:00,08:30:00,720
109:WD:0,08:30:00,17:00:00,780
109:WD:0,17:00:00,19:00:00,840
109:WD:0,19:00:00,23:30:00,720
109:WD:1,06:00:00,06:30:00,720
109:WD:1,06:30:00,08:30:00,660
109:WD:1,08:30:00,17:00:00,720
109:WD:1,17:00:00,19:00:00,600
109:WD:1,19:00:00,23:30:00,1020
109:SAT:0,06:00:00,06:30:00,780
109:SAT:0,06:30:00,08:30:00,720
109:SAT:0,08:30:00,17:00:00,780
109:SAT:0,17:00:00,19:00:00,840
109:SAT:0,19:00:00,23:30:00,720
109:SAT:1,06:00:00,06:30:00,720
109:SAT:1,06:30:00,08:30:00,660
109:SAT:1,08:30:00,17:00:00,720
109:SAT:1,17:00:00,19:00:00,600
109:SAT:1,19:00:00,23:30:00,1020
109:SUN:0,06:00:00,06:30:00,780
109:SUN:0,06:30:00,08:30:00,720
109:SUN:0,08:30:00,17:00:00,780
109:SUN:0,17:00:00,19:00:00,840
109:SUN:0,19:00:00,23:30:00,720
109:SUN:1,06:00:00,06:30:00,720
109:SUN:1,06:30:00,08:30:00,660
109:SUN:1,08:30:00,17:00:00,720
109:SUN:1,17:00:00,19:00:00,600
109:SUN:1,19:00:00,23:30:00,1020
109A:WD:0,18:10:00,19:00:00,1680
109A:WD:0,19:00:00,20:11:00,1200
10e:WD:0,07:30:00,08:30:00,720
10e:WD:1,18:14:00,19:00:00,600
11:WD:0,06:00:00,06:30:00,1020
11:WD:0,06:30:00,08:30:00,960
11:WD:0,08:30:00,17:00:00,1020
11:WD:0,17:00:00,19:00:00,1020
11:WD:0,19:00:00,23:30:00,960
11:SAT:0,06:00:00,06:30:00,1020
11:SAT:0,06:30:00,08:30:00,960
11:SAT:0,08:30:00,17:00:00,1020
11:SAT:0,17:00:00,19:00:00,1020
11:SAT:0,19:00:00,23:30:00,960
11:SUN:0,06:00:00,06:30:00,1020
11:SUN:0,06:30:00,08:30:00,960
11:SUN:0,08:30:00,17:00:00,1020
11:SUN:0,17:00:00,19:00:00,1020
11:SUN:0,19:00:00,23:30:00,960
110:WD:0,05:30:00,06:30:00,600
110:WD:0,06:30:00,08:30:00,540
110:WD:0,08:30:00,17:00:00,600
110:WD:0,17:00:00,19:00:00,720
110:WD:0,19:00:00,23:45:00,660
110:SAT:0,05:30:00,06:30:00,600
110:SAT:0,06:30:00,08:30:00,540
110:SAT:0,08:30:00,17:00:00,600
110:SAT:0,17:00:00,19:00:00,720
110:SAT:0,19:00:00,23:45:00,660
110:SUN:0,05:30:00,06:30:00,600
110:SUN:0,06:30:00,08:30:00,540
110:SUN:0,08:30:00,17:00:00,600
110:SUN:0,17:00:00,19:00:00,720
110:SUN:0,19:00:00,23:45:00,660
111:WD:0,06:00:00,06:30:00,660
111:WD:0,06:30:00,08:30:00,540
111:WD:0,08:30:00,17:00:00,660
111:WD:0,17:00:00,19:00:00,660
111:WD:0,19:00:00,24:00:00,720
111:SAT:0,06:00:00,06:30:00,660
111:SAT:0,06:30:00,08:30:00,540
111:SAT:0,08:30:00,17:00:00,660
111:SAT:0,17:00:00,19:00:00,660
111:SAT:0,19:00:00,24:00:00,720
111:SUN:0,06:00:00,06:30:00,660
111:SUN:0,06:30:00,08:30:00,540
111:SUN:0,08:30:00,17:00:00,660
111:SUN:0,17:00:00,19:00:00,660
111:SUN:0,19:00:00,24:00:00,720
112:WD:0,05:15:00,06:30:00,840
112:WD:0,06:30:00,08:30:00,780
112:WD:0,08:30:00,17:00:00,840
112:WD:0,17:00:00,19:00:00,840
112:WD:0,19:00:00,24:30:00,960
112:SAT:0,05:15:00,06:30:00,840
112:SAT:0,06:30:00,08:30:00,780
112:SAT:0,08:30:00,17:00:00,840
112:SAT:0,17:00:00,19:00:00,840
112:SAT:0,19:00:00,24:30:00,960
112:SUN:0,05:15:00,06:30:00,840
112:SUN:0,06:30:00,08:30:00,780
112:SUN:0,08:30:00,17:00:00,840
112:SUN:0,17:00:00,19:00:00,840
112:SUN:0,19:00:00,24:30:00,960
112A:WD:0,24:15:00,24:30:00,900
112A:SAT:0,24:15:00,24:30:00,900
112A:SUN:0,24:15:00,24:30:00,900
113:WD:0,05:20:00,06:30:00,780
113:WD:0,06:30:00,08:30:00,720
113:WD:0,08:30:00,17:00:00,780
113:WD:0,17:00:00,19:00:00,900
113:WD:0,19:00:00,24:10:00,720
113:SAT:0,05:20:00,06:30:00,780
113:SAT:0,06:30:00,08:30:00,720
113:SAT:0,08:30:00,17:00:00,780
113:SAT:0,17:00:00,19:00:00,900
113:SAT:0,19:00:00,24:10:00,720
113:SUN:0,05:20:00,06:30:00,780
113:SUN:0,06:30:00,08:30:00,720
113:SUN:0,08:30:00,17:00:00,780
113:SUN:0,17:00:00,19:00:00,900
113:SUN:0,19:00:00,24:10:00,720
113A:WD:0,06:31:00,08:30:00,2100
113A:WD:0,17:00:00,19:00:00,2040
114:WD:0,06:00:00,06:30:00,720
114:WD:0,06:30:00,08:30:00,600
114:WD:0,08:30:00,17:00:00,720
114:WD:0,17:00:00,19:00:00,660
114:WD:0,19:00:00,24:35:00,900
114:SAT:0,06:00:00,06:30:00,720
114:SAT:0,06:30:00,08:30:00,600
114:SAT:0,08:30:00,17:00:00,720
114:SAT:0,17:00:00,19:00:00,660
114:SAT:0,19:00:00,24:35:00,900
114:SUN:0,06:00:00,06:30:00,720
114:SUN:0,06:30:00,08:30:00,600
114:SUN:0,08:30:00,17:00:00,720
114:SUN:0,17:00:00,19:00:00,660
114:SUN:0,19:00:00,24:35:00,900
115:WD:0,07:15:00,08:30:00,900
115:WD:0,08:30:00,17:00:00,1020
115:WD:0,17:00:00,19:00:00,1020
115:WD:0,19:00:00,20:00:00,900
115:SAT:0,07:15:00,08:30:00,900
115:SAT:0,08:30:00,17:00:00,1020
115:SAT:0,17:00:00,19:00:00,1020
115:SAT:0,19:00:00,20:00:00,900
115:SUN:0,07:15:00,08:30:00,900
115:SUN:0,08:30:00,17:00:00,1020
115:SUN:0,17:00:00,19:00:00,1020
115:SUN:0,19:00:00,20:00:00,900
116:WD:0,05:45:00,06:30:00,720
116:WD:0,06:30:00,08:30:00,540
116:WD:0,08:30:00,17:00:00,720
116:WD:0,17:00:00,19:00:00,600
116:WD:0,19:00:00,23:30:00,720
116:SAT:0,05:45:00,06:30:00,720
116:SAT:0,06:30:00,08:30:00,540
116:SAT:0,08:30:00,17:00:00,720
116:SAT:0,17:00:00,19:00:00,600
116:SAT:0,19:00:00,23:30:00,720
116:SUN:0,05:45:00,06:30:00,720
116:SUN:0,06:30:00,08:30:00,540
116:SUN:0,08:30:00,17:00:00,720
116:SUN:0,17:00:00,19:00:00,600
116:SUN:0,19:00:00,23:30:00,720
116A:WD:0,07:06:00,08:30:00,1860
117:WD:0,05:45:00,06:30:00,840
117:WD:0,06:30:00,08:30:00,660
117:WD:0,08:30:00,17:00:00,840
117:WD:0,17:00:00,19:00:00,600
117:WD:0,19:00:00,23:30:00,840
117:WD:1,05:45:00,06:30:00,780
117:WD:1,06:30:00,08:30:00,600
117:WD:1,08:30:00,17:00:00,780
117:WD:1,17:00:00,19:00:00,600
117:WD:1,19:00:00,23:30:00,780
117:SAT:0,05:45:00,06:30:00,840
117:SAT:0,06:30:00,08:30:00,660
117:SAT:0,08:30:00,17:00:00,840
117:SAT:0,17:00:00,19:00:00,600
117:SAT:0,19:00:00,23:30:00,840
117:SAT:1,05:45:00,06:30:00,780
117:SAT:1,06:30:00,08:30:00,600
117:SAT:1,08:30:00,17:00:00,780
117:SAT:1,17:00:00,19:00:00,600
117:SAT:1,19:00:00,23:30:00,780
117:SUN:0,05:45:00,06:30:00,840
117:SUN:0,06:30:00,08:30:00,660
117:SUN:0,08:30:00,17:00:00,840
117:SUN:0,17:00:00,19:00:00,600
117:SUN:0,19:00:00,23:30:00,840
117:SUN:1,05:45:00,06:30:00,780
117:SUN:1,06:30:00,08:30:00,600
117:SUN:1,08:30:00,17:00:00,780
117:SUN:1,17:00:00,19:00:00,600
117:SUN:1,19:00:00,23:30:00,780
117A:WD:0,06:30:00,08:30:00,780
118:WD:0,05:45:00,06:30:00,600
118:WD:0,06:30:00,08:30:00,360
118:WD:0,08:30:00,17:00:00,600
118:WD:0,17:00:00,19:00:00,540
118:WD:0,19:00:00,23:30:00,660
118:WD:1,05:45:00,06:30:00,540
118:WD:1,06:30:00,08:30:00,600
118:WD:1,08:30:00,17:00:00,540
118:WD:1,17:00:00,19:00:00,360
118:WD:1,19:00:00,23:30:00,600
118:SAT:0,05:45:00,06:30:00,600
118:SAT:0,06:30:00,08:30:00,360
118:SAT:0,08:30:00,17:00:00,600
118:SAT:0,17:00:00,19:00:00,540
118:SAT:0,19:00:00,23:30:00,660
118:SAT:1,05:45:00,06:30:00,540
118:SAT:1,06:30:00,08:30:00,600
118:SAT:1,08:30:00,17:00:00,540
118:SAT:1,17:00:00,19:00:00,360
118:SAT:1,19:00:00,23:30:00,600
118:SUN:0,05:45:00,06:30:00,600
118:SUN:0,06:30:00,08:30:00,360
118:SUN:0,08:30:00,17:00:00,600
118:SUN:0,17:00:00,19:00:00,540
118:SUN:0,19:00:00,23:30:00,660
118:SUN:1,05:45:00,06:30:00,540
118:SUN:1,06:30:00,08:30:00,600
118:SUN:1,08:30:00,17:00:00,540
118:SUN:1,17:00:00,19:00:00,360
118:SUN:1,19:00:00,23:30:00,600
118A:WD:0,07:03:00,08:30:00,900
118B:WD:0,16:08:00,19:00:00,2400
119:WD:0,05:00:00,06:30:00,900
119:WD:0,06:30:00,08:30:00,660
119:WD:0,08:30:00,17:00:00,900
119:WD:0,17:00:00,19:00:00,780
119:WD:0,19:00:00,23:30:00,960
119:SAT:0,05:05:00,06:30:00,900
119:SAT:0,06:30:00,08:30:00,660
119:SAT:0,08:30:00,17:00:00,900
119:SAT:0,17:00:00,19:00:00,780
119:SAT:0,19:00:00,23:30:00,960
119:SUN:0,05:50:00,06:30:00,900
119:SUN:0,06:30:00,08:30:00,660
119:SUN:0,08:30:00,17:00:00,900
119:SUN:0,17:00:00,19:00:00,780
119:SUN:0,19:00:00,23:30:00,960
12:WD:0,05:30:00,06:30:00,660
12:WD:0,06:30:00,08:30:00,540
12:WD:0,08:30:00,17:00:00,660
12:WD:0,17:00:00,19:00:00,540
12:WD:0,19:00:00,23:30:00,720
12:WD:1,05:55:00,06:30:00,660
12:WD:1,06:30:00,08:30:00,600
12:WD:1,08:30:00,17:00:00,660
12:WD:1,17:00:00,19:00:00,660
12:WD:1,19:00:00,24:00:00,720
12:SAT:0,05:30:00,06:30:00,660
12:SAT:0,06:30:00,08:30:00,540
12:SAT:0,08:30:00,17:00:00,660
12:SAT:0,17:00:00,19:00:00,540
12:SAT:0,19:00:00,23:30:00,720
12:SAT:1,05:55:00,06:30:00,660
12:SAT:1,06:30:00,08:30:00,600
12:SAT:1,08:30:00,17:00:00,660
12:SAT:1,17:00:00,19:00:00,660
12:SAT:1,19:00:00,24:00:00,720
12:SUN:0,05:30:00,06:30:00,660
12:SUN:0,06:30:00,08:30:00,540
12:SUN:0,08:30:00,17:00:00,660
12:SUN:0,17:00:00,19:00:00,540
12:SUN:0,19:00:00,23:30:00,720
12:SUN:1,06:25:00,06:30:00,660
12:SUN:1,06:30:00,08:30:00,600
12:SUN:1,08:30:00,17:00:00,660
12:SUN:1,17:00:00,19:00:00,660
12:SUN:1,19:00:00,24:00:00,720
120:WD:0,05:55:00,06:30:00,720
120:WD:0,06:30:00,08:30:00,660
120:WD:0,08:30:00,17:00:00,720
120:WD:0,17:00:00,19:00:00,720
120:WD:0,19:00:00,23:30:00,780
120:SAT:0,05:55:00,06:30:00,720
120:SAT:0,06:30:00,08:30:00,660
120:SAT:0,08:30:00,17:00:00,720
120:SAT:0,17:00:00,19:00:00,720
120:SAT:0,19:00:00,23:30:00,780
120:SUN:0,05:55:00,06:30:00,720
120:SUN:0,06:30:00,08:30:00,660
120:SUN:0,08:30:00,17:00:00,720
120:SUN:0,17:00:00,19:00:00,720
120:SUN:0,19:00:00,23:30:00,780
121:WD:0,05:55:00,06:30:00,660
121:WD:0,06:30:00,08:30:00,600
121:WD:0,08:30:00,17:00:00,660
121:WD:0,17:00:00,19:00:00,660
121:WD:0,19:00:00,23:30:00,660
121:SAT:0,05:55:00,06:30:00,660
121:SAT:0,06:30:00,08:30:00,600
121:SAT:0,08:30:00,17:00:00,660
121:SAT:0,17:00:00,19:00:00,660
121:SAT:0,19:00:00,23:30:00,660
121:SUN:0,05:55:00,06:30:00,660
121:SUN:0,06:30:00,08:30:00,600
121:SUN:0,08:30:00,17:00:00,660
121:SUN:0,17:00:00,19:00:00,660
121:SUN:0,19:00:00,23:30:00,660
122:WD:0,05:55:00,06:30:00,780
122:WD:0,06:30:00,08:30:00,720
122:WD:0,08:30:00,17:00:00,780
122:WD:0,17:00:00,19:00:00,900
122:WD:0,19:00:00,23:30:00,1140
122:SAT:0,05:55:00,06:30:00,780
122:SAT:0,06:30:00,08:30:00,720
122:SAT:0,08:30:00,17:00:00,780
122:SAT:0,17:00:00,19:00:00,900
122:SAT:0,19:00:00,23:30:00,1140
122:SUN:0,05:55:00,06:30:00,780
122:SUN:0,06:30:00,08:30:00,720
122:SUN:0,08:30:00,17:00:00,780
122:SUN:0,17:00:00,19:00:00,900
122:SUN:0,19:00:00,23:30:00,1140
123:WD:0,05:45:00,06:30:00,780
123:WD:0,06:30:00,08:30:00,660
123:WD:0,08:30:00,17:00:00,780
123:WD:0,17:00:00,19:00:00,840
123:WD:0,19:00:00,23:45:00,900
123:WD:1,06:00:00,06:30:00,780
