arrival_time,departure_time,stop_id,stop_sequence,trip_id
6:00:00,6:00:00,BP1,1,BP.0
6:01:00,6:01:00,BP2,2,BP.0
6:02:00,6:02:00,BP3,3,BP.0
6:03:00,6:03:00,BP4,4,BP.0
6:05:00,6:05:00,BP5,5,BP.0
6:06:00,6:06:00,BP6,6,BP.0
6:07:00,6:07:00,BP7,7,BP.0
6:08:00,6:08:00,BP8,8,BP.0
6:09:00,6:09:00,BP9,9,BP.0
6:10:00,6:10:00,BP10,10,BP.0
6:11:00,6:11:00,BP11,11,BP.0
6:12:00,6:12:00,BP12,12,BP.0
6:13:00,6:13:00,BP13,13,BP.0
6:00:00,6:00:00,CC1,1,CC.0
6:02:00,6:02:00,CC2,2,CC.0
6:04:00,6:04:00,CC3,3,CC.0
6:06:00,6:06:00,CC4,4,CC.0
6:08:00,6:08:00,CC5,5,CC.0
6:10:00,6:10:00,CC6,6,CC.0
6:12:00,6:12:00,CC7,7,CC.0
6:14:00,6:14:00,CC8,8,CC.0
6:16:00,6:16:00,CC9,9,CC.0
6:18:00,6:18:00,CC10,10,CC.0
6:20:00,6:20:00,CC11,11,CC.0
6:22:00,6:22:00,CC12,12,CC.0
6:25:00,6:25:00,CC13,13,CC.0
6:27:00,6:27:00,CC14,14,CC.0
6:29:00,6:29:00,CC15,15,CC.0
6:32:00,6:32:00,CC16,16,CC.0
6:34:00,6:34:00,CC17,17,CC.0
6:39:00,6:39:00,CC19,19,CC.0
6:41:00,6:41:00,CC20,20,CC.0
6:44:00,6:44:00,CC21,21,CC.0
6:46:00,6:46:00,CC22,22,CC.0
6:48:00,6:48:00,CC23,23,CC.0
6:50:00,6:50:00,CC24,24,CC.0
6:52:00,6:52:00,CC25,25,CC.0
6:54:00,6:54:00,CC26,26,CC.0
6:57:00,6:57:00,CC27,27,CC.0
6:59:00,6:59:00,CC28,28,CC.0
7:01:00,7:01:00,CC29,29,CC.0
6:00:00,6:00:00,CE0,0,CE.0
6:02:00,6:02:00,CE1,1,CE.0
6:04:00,6:04:00,CE2,2,CE.0
6:00:00,6:00:00,CG0,0,CG.0
6:02:00,6:02:00,CG1,1,CG.0
6:06:00,6:06:00,CG2,2,CG.0
6:00:00,6:00:00,DT1,1,DT.0
6:02:00,6:02:00,DT2,2,DT.0
6:05:00,6:05:00,DT3,3,DT.0
6:07:00,6:07:00,DT5,5,DT.0
6:09:00,6:09:00,DT6,6,DT.0
6:11:00,6:11:00,DT7,7,DT.0
6:13:00,6:13:00,DT8,8,DT.0
6:15:00,6:15:00,DT9,9,DT.0
6:17:00,6:17:00,DT10,10,DT.0
6:20:00,6:20:00,DT11,11,DT.0
6:21:00,6:21:00,DT12,12,DT.0
6:23:00,6:23:00,DT13,13,DT.0
6:25:00,6:25:00,DT14,14,DT.0
6:27:00,6:27:00,DT15,15,DT.0
6:29:00,6:29:00,DT16,16,DT.0
6:30:00,6:30:00,DT17,17,DT.0
6:32:00,6:32:00,DT18,18,DT.0
6:34:00,6:34:00,DT19,19,DT.0
6:36:00,6:36:00,DT20,20,DT.0
6:38:00,6:38:00,DT21,21,DT.0
6:39:00,6:39:00,DT22,22,DT.0
6:41:00,6:41:00,DT23,23,DT.0
6:43:00,6:43:00,DT24,24,DT.0
6:45:00,6:45:00,DT25,25,DT.0
6:47:00,6:47:00,DT26,26,DT.0
6:49:00,6:49:00,DT27,27,DT.0
6:51:00,6:51:00,DT28,28,DT.0
6:53:00,6:53:00,DT29,29,DT.0
6:55:00,6:55:00,DT30,30,DT.0
6:58:00,6:58:00,DT31,31,DT.0
7:00:00,7:00:00,DT32,32,DT.0
7:02:00,7:02:00,DT33,33,DT.0
7:05:00,7:05:00,DT34,34,DT.0
7:07:00,7:07:00,DT35,35,DT.0
6:00:00,6:00:00,EW1,1,EW.0
6:03:00,6:03:00,EW2,2,EW.0
6:06:00,6:06:00,EW3,3,EW.0
6:09:00,6:09:00,EW4,4,EW.0
6:12:00,6:12:00,EW5,5,EW.0
6:15:00,6:15:00,EW6,6,EW.0
6:18:00,6:18:00,EW7,7,EW.0
6:20:00,6:20:00,EW8,8,EW.0
6:22:00,6:22:00,EW9,9,EW.0
6:25:00,6:25:00,EW10,10,EW.0
6:27:00,6:27:00,EW11,11,EW.0
6:29:00,6:29:00,EW12,12,EW.0
6:32:00,6:32:00,EW13,13,EW.0
6:34:00,6:34:00,EW14,14,EW.0
6:37:00,6:37:00,EW15,15,EW.0
6:39:00,6:39:00,EW16,16,EW.0
6:42:00,6:42:00,EW17,17,EW.0
6:44:00,6:44:00,EW18,18,EW.0
6:47:00,6:47:00,EW19,19,EW.0
6:49:00,6:49:00,EW20,20,EW.0
6:51:00,6:51:00,EW21,21,EW.0
6:54:00,6:54:00,EW22,22,EW.0
6:57:00,6:57:00,EW23,23,EW.0
7:01:00,7:01:00,EW24,24,EW.0
7:04:00,7:04:00,EW25,25,EW.0
7:06:00,7:06:00,EW26,26,EW.0
7:09:00,7:09:00,EW27,27,EW.0
7:11:00,7:11:00,EW28,28,EW.0
7:15:00,7:15:00,EW29,29,EW.0
7:18:00,7:18:00,EW30,30,EW.0
7:21:00,7:21:00,EW31,31,EW.0
7:29:00,7:29:00,EW32,32,EW.0
7:41:00,7:41:00,EW33,33,EW.0
6:00:00,6:00:00,NE1,1,NE.0
6:03:00,6:03:00,NE3,3,NE.0
6:05:00,6:05:00,NE4,4,NE.0
6:07:00,6:07:00,NE5,5,NE.0
6:09:00,6:09:00,NE6,6,NE.0
6:11:00,6:11:00,NE7,7,NE.0
6:13:00,6:13:00,NE8,8,NE.0
6:15:00,6:15:00,NE9,9,NE.0
6:18:00,6:18:00,NE10,10,NE.0
6:19:00,6:19:00,NE11,11,NE.0
6:21:00,6:21:00,NE12,12,NE.0
6:24:00,6:24:00,NE13,13,NE.0
6:26:00,6:26:00,NE14,14,NE.0
6:28:00,6:28:00,NE15,15,NE.0
6:30:00,6:30:00,NE16,16,NE.0
6:33:00,6:33:00,NE17,17,NE.0
6:00:00,6:00:00,NS1,1,NS.0
6:03:00,6:03:00,NS2,2,NS.0
6:05:00,6:05:00,NS3,3,NS.0
6:09:00,6:09:00,NS4,4,NS.0
6:12:00,6:12:00,NS5,5,NS.0
6:17:00,6:17:00,NS7,7,NS.0
6:20:00,6:20:00,NS8,8,NS.0
6:22:00,6:22:00,NS9,9,NS.0
6:25:00,6:25:00,NS10,10,NS.0
6:28:00,6:28:00,NS11,11,NS.0
6:31:00,6:31:00,NS12,12,NS.0
6:34:00,6:34:00,NS13,13,NS.0
6:36:00,6:36:00,NS14,14,NS.0
6:42:00,6:42:00,NS15,15,NS.0
6:44:00,6:44:00,NS16,16,NS.0
6:48:00,6:48:00,NS17,17,NS.0
6:50:00,6:50:00,NS18,18,NS.0
6:52:00,6:52:00,NS19,19,NS.0
6:55:00,6:55:00,NS20,20,NS.0
6:57:00,6:57:00,NS21,21,NS.0
7:00:00,7:00:00,NS22,22,NS.0
7:02:00,7:02:00,NS23,23,NS.0
7:04:00,7:04:00,NS24,24,NS.0
7:07:00,7:07:00,NS25,25,NS.0
7:09:00,7:09:00,NS26,26,NS.0
7:11:00,7:11:00,NS27,27,NS.0
7:14:00,7:14:00,NS28,28,NS.0
6:00:00,6:00:00,PE0,0,PE.0
6:02:00,6:02:00,PE1,1,PE.0
6:03:00,6:03:00,PE2,2,PE.0
6:04:00,6:04:00,PE3,3,PE.0
6:06:00,6:06:00,PE4,4,PE.0
6:07:00,6:07:00,PE5,5,PE.0
6:10:00,6:10:00,PE6,6,PE.0
6:12:00,6:12:00,PE7,7,PE.0
6:00:00,6:00:00,PW0,0,PW.0
6:02:00,6:02:00,PW1,1,PW.0
6:06:00,6:06:00,PW3,3,PW.0
6:07:00,6:07:00,PW4,4,PW.0
6:08:00,6:08:00,PW5,5,PW.0
6:10:00,6:10:00,PW6,6,PW.0
6:11:00,6:11:00,PW7,7,PW.0
6:00:00,6:00:00,SE0,0,SE.0
6:02:00,6:02:00,SE1,1,SE.0
6:05:00,6:05:00,SE2,2,SE.0
6:09:00,6:09:00,SE3,3,SE.0
6:13:00,6:13:00,SE4,4,SE.0
6:16:00,6:16:00,SE5,5,SE.0
6:00:00,6:00:00,SW0,0,SW.0
6:02:00,6:02:00,SW1,1,SW.0
6:04:00,6:04:00,SW2,2,SW.0
6:05:00,6:05:00,SW3,3,SW.0
6:07:00,6:07:00,SW4,4,SW.0
6:08:00,6:08:00,SW5,5,SW.0
6:10:00,6:10:00,SW6,6,SW.0
6:11:00,6:11:00,SW7,7,SW.0
6:13:00,6:13:00,SW8,8,SW.0
6:00:00,6:00:00,TE1,1,TE.0
6:02:00,6:02:00,TE2,2,TE.0
6:05:00,6:05:00,TE3,3,TE.0
6:00:00,6:00:00,BP13,0,BP.1
6:01:00,6:01:00,BP12,1,BP.1
6:02:00,6:02:00,BP11,2,BP.1
6:03:00,6:03:00,BP10,3,BP.1
6:04:00,6:04:00,BP9,4,BP.1
6:05:00,6:05:00,BP8,5,BP.1
6:06:00,6:06:00,BP7,6,BP.1
6:07:00,6:07:00,BP6,7,BP.1
6:08:00,6:08:00,BP5,8,BP.1
6:10:00,6:10:00,BP4,9,BP.1
6:11:00,6:11:00,BP3,10,BP.1
6:12:00,6:12:00,BP2,11,BP.1
6:13:00,6:13:00,BP1,12,BP.1
6:00:00,6:00:00,CC29,0,CC.1
6:02:00,6:02:00,CC28,1,CC.1
6:04:00,6:04:00,CC27,2,CC.1
6:07:00,6:07:00,CC26,3,CC.1
6:09:00,6:09:00,CC25,4,CC.1
6:11:00,6:11:00,CC24,5,CC.1
6:13:00,6:13:00,CC23,6,CC.1
6:15:00,6:15:00,CC22,7,CC.1
6:17:00,6:17:00,CC21,8,CC.1
6:20:00,6:20:00,CC20,9,CC.1
6:22:00,6:22:00,CC19,10,CC.1
6:27:00,6:27:00,CC17,11,CC.1
6:29:00,6:29:00,CC16,12,CC.1
6:32:00,6:32:00,CC15,13,CC.1
6:34:00,6:34:00,CC14,14,CC.1
6:36:00,6:36:00,CC13,15,CC.1
6:39:00,6:39:00,CC12,16,CC.1
6:41:00,6:41:00,CC11,17,CC.1
6:43:00,6:43:00,CC10,18,CC.1
6:45:00,6:45:00,CC9,19,CC.1
6:47:00,6:47:00,CC8,20,CC.1
6:49:00,6:49:00,CC7,21,CC.1
6:51:00,6:51:00,CC6,22,CC.1
6:53:00,6:53:00,CC5,23,CC.1
6:55:00,6:55:00,CC4,24,CC.1
6:57:00,6:57:00,CC3,25,CC.1
6:59:00,6:59:00,CC2,26,CC.1
7:01:00,7:01:00,CC1,27,CC.1
6:00:00,6:00:00,CE2,0,CE.1
6:02:00,6:02:00,CE1,1,CE.1
6:04:00,6:04:00,CE0,2,CE.1
6:00:00,6:00:00,CG2,0,CG.1
6:04:00,6:04:00,CG1,1,CG.1
6:06:00,6:06:00,CG0,2,CG.1
6:00:00,6:00:00,DT35,0,DT.1
6:02:00,6:02:00,DT34,1,DT.1
6:05:00,6:05:00,DT33,2,DT.1
6:07:00,6:07:00,DT32,3,DT.1
6:09:00,6:09:00,DT31,4,DT.1
6:12:00,6:12:00,DT30,5,DT.1
6:14:00,6:14:00,DT29,6,DT.1
6:16:00,6:16:00,DT28,7,DT.1
6:18:00,6:18:00,DT27,8,DT.1
6:20:00,6:20:00,DT26,9,DT.1
6:22:00,6:22:00,DT25,10,DT.1
6:24:00,6:24:00,DT24,11,DT.1
6:26:00,6:26:00,DT23,12,DT.1
6:28:00,6:28:00,DT22,13,DT.1
6:29:00,6:29:00,DT21,14,DT.1
6:31:00,6:31:00,DT20,15,DT.1
6:33:00,6:33:00,DT19,16,DT.1
6:35:00,6:35:00,DT18,17,DT.1
6:37:00,6:37:00,DT17,18,DT.1
6:38:00,6:38:00,DT16,19,DT.1
6:40:00,6:40:00,DT15,20,DT.1
6:42:00,6:42:00,DT14,21,DT.1
6:44:00,6:44:00,DT13,22,DT.1
6:46:00,6:46:00,DT12,23,DT.1
6:47:00,6:47:00,DT11,24,DT.1
6:50:00,6:50:00,DT10,25,DT.1
6:52:00,6:52:00,DT9,26,DT.1
6:54:00,6:54:00,DT8,27,DT.1
6:56:00,6:56:00,DT7,28,DT.1
6:58:00,6:58:00,DT6,29,DT.1
7:00:00,7:00:00,DT5,30,DT.1
7:02:00,7:02:00,DT3,31,DT.1
7:05:00,7:05:00,DT2,32,DT.1
7:07:00,7:07:00,DT1,33,DT.1
6:00:00,6:00:00,EW33,0,EW.1
6:12:00,6:12:00,EW32,1,EW.1
6:20:00,6:20:00,EW31,2,EW.1
6:23:00,6:23:00,EW30,3,EW.1
6:26:00,6:26:00,EW29,4,EW.1
6:30:00,6:30:00,EW28,5,EW.1
6:32:00,6:32:00,EW27,6,EW.1
6:35:00,6:35:00,EW26,7,EW.1
6:37:00,6:37:00,EW25,8,EW.1
6:40:00,6:40:00,EW24,9,EW.1
6:44:00,6:44:00,EW23,10,EW.1
6:47:00,6:47:00,EW22,11,EW.1
6:50:00,6:50:00,EW21,12,EW.1
6:52:00,6:52:00,EW20,13,EW.1
6:54:00,6:54:00,EW19,14,EW.1
6:57:00,6:57:00,EW18,15,EW.1
6:59:00,6:59:00,EW17,16,EW.1
7:02:00,7:02:00,EW16,17,EW.1
7:04:00,7:04:00,EW15,18,EW.1
7:07:00,7:07:00,EW14,19,EW.1
7:09:00,7:09:00,EW13,20,EW.1
7:12:00,7:12:00,EW12,21,EW.1
7:14:00,7:14:00,EW11,22,EW.1
7:16:00,7:16:00,EW10,23,EW.1
7:19:00,7:19:00,EW9,24,EW.1
7:21:00,7:21:00,EW8,25,EW.1
7:23:00,7:23:00,EW7,26,EW.1
7:26:00,7:26:00,EW6,27,EW.1
7:29:00,7:29:00,EW5,28,EW.1
7:32:00,7:32:00,EW4,29,EW.1
7:35:00,7:35:00,EW3,30,EW.1
7:38:00,7:38:00,EW2,31,EW.1
7:41:00,7:41:00,EW1,32,EW.1
6:00:00,6:00:00,NE17,0,NE.1
6:03:00,6:03:00,NE16,1,NE.1
6:05:00,6:05:00,NE15,2,NE.1
6:07:00,6:07:00,NE14,3,NE.1
6:09:00,6:09:00,NE13,4,NE.1
6:12:00,6:12:00,NE12,5,NE.1
6:14:00,6:14:00,NE11,6,NE.1
6:15:00,6:15:00,NE10,7,NE.1
6:18:00,6:18:00,NE9,8,NE.1
6:20:00,6:20:00,NE8,9,NE.1
6:22:00,6:22:00,NE7,10,NE.1
6:24:00,6:24:00,NE6,11,NE.1
6:26:00,6:26:00,NE5,12,NE.1
6:28:00,6:28:00,NE4,13,NE.1
6:30:00,6:30:00,NE3,14,NE.1
6:33:00,6:33:00,NE1,15,NE.1
6:00:00,6:00:00,NS28,0,NS.1
6:03:00,6:03:00,NS27,1,NS.1
6:05:00,6:05:00,NS26,2,NS.1
6:07:00,6:07:00,NS25,3,NS.1
6:10:00,6:10:00,NS24,4,NS.1
6:12:00,6:12:00,NS23,5,NS.1
6:14:00,6:14:00,NS22,6,NS.1
6:17:00,6:17:00,NS21,7,NS.1
6:19:00,6:19:00,NS20,8,NS.1
6:22:00,6:22:00,NS19,9,NS.1
6:24:00,6:24:00,NS18,10,NS.1
6:26:00,6:26:00,NS17,11,NS.1
6:30:00,6:30:00,NS16,12,NS.1
6:32:00,6:32:00,NS15,13,NS.1
6:38:00,6:38:00,NS14,14,NS.1
6:40:00,6:40:00,NS13,15,NS.1
6:43:00,6:43:00,NS12,16,NS.1
6:46:00,6:46:00,NS11,17,NS.1
6:49:00,6:49:00,NS10,18,NS.1
6:52:00,6:52:00,NS9,19,NS.1
6:54:00,6:54:00,NS8,20,NS.1
6:57:00,6:57:00,NS7,21,NS.1
7:02:00,7:02:00,NS5,22,NS.1
7:05:00,7:05:00,NS4,23,NS.1
7:09:00,7:09:00,NS3,24,NS.1
7:11:00,7:11:00,NS2,25,NS.1
7:14:00,7:14:00,NS1,26,NS.1
6:00:00,6:00:00,PE7,0,PE.1
6:02:00,6:02:00,PE6,1,PE.1
6:05:00,6:05:00,PE5,2,PE.1
6:06:00,6:06:00,PE4,3,PE.1
6:08:00,6:08:00,PE3,4,PE.1
6:09:00,6:09:00,PE2,5,PE.1
6:10:00,6:10:00,PE1,6,PE.1
6:12:00,6:12:00,PE0,7,PE.1
6:00:00,6:00:00,PW7,0,PW.1
6:01:00,6:01:00,PW6,1,PW.1
6:03:00,6:03:00,PW5,2,PW.1
6:04:00,6:04:00,PW4,3,PW.1
6:05:00,6:05:00,PW3,4,PW.1
6:09:00,6:09:00,PW1,5,PW.1
6:11:00,6:11:00,PW0,6,PW.1
6:00:00,6:00:00,SE5,0,SE.1
6:03:00,6:03:00,SE4,1,SE.1
6:07:00,6:07:00,SE3,2,SE.1
6:11:00,6:11:00,SE2,3,SE.1
6:14:00,6:14:00,SE1,4,SE.1
6:16:00,6:16:00,SE0,5,SE.1
6:00:00,6:00:00,SW8,0,SW.1
6:02:00,6:02:00,SW7,1,SW.1
6:03:00,6:03:00,SW6,2,SW.1
6:05:00,6:05:00,SW5,3,SW.1
6:06:00,6:06:00,SW4,4,SW.1
6:08:00,6:08:00,SW3,5,SW.1
6:09:00,6:09:00,SW2,6,SW.1
6:11:00,6:11:00,SW1,7,SW.1
6:13:00,6:13:00,SW0,8,SW.1
6:00:00,6:00:00,TE3,0,TE.1
6:03:00,6:03:00,TE2,1,TE.1
6:05:00,6:05:00,TE1,2,TE.1
05:00:00,05:00:00,75009,1,10:WD:0
05:02:24,05:02:24,76059,2,10:WD:0
05:04:24,05:04:24,76069,3,10:WD:0
05:09:12,05:09:12,96289,4,10:WD:0
05:10:48,05:10:48,96109,5,10:WD:0
05:13:12,05:13:12,85079,6,10:WD:0
05:14:00,05:14:00,85089,7,10:WD:0
05:15:12,05:15:12,85069,8,10:WD:0
05:16:24,05:16:24,85059,9,10:WD:0
05:18:00,05:18:00,85049,10,10:WD:0
05:19:12,05:19:12,85039,11,10:WD:0
05:20:00,05:20:00,85029,12,10:WD:0
05:20:48,05:20:48,85019,13,10:WD:0
05:22:00,05:22:00,94079,14,10:WD:0
05:24:24,05:24:24,94069,15,10:WD:0
05:25:36,05:25:36,94059,16,10:WD:0
05:27:12,05:27:12,94049,17,10:WD:0
05:28:00,05:28:00,94089,18,10:WD:0
05:29:12,05:29:12,94039,19,10:WD:0
05:30:48,05:30:48,94029,20,10:WD:0
05:31:36,05:31:36,94019,21,10:WD:0
05:33:12,05:33:12,93099,22,10:WD:0
05:35:12,05:35:12,93089,23,10:WD:0
05:36:24,05:36:24,93079,24,10:WD:0
05:37:36,05:37:36,93069,25,10:WD:0
05:39:12,05:39:12,93059,26,10:WD:0
05:40:24,05:40:24,92159,27,10:WD:0
05:41:36,05:41:36,92149,28,10:WD:0
05:42:48,05:42:48,92139,29,10:WD:0
05:44:48,05:44:48,92129,30,10:WD:0
05:46:48,05:46:48,92119,31,10:WD:0
05:47:36,05:47:36,92109,32,10:WD:0
05:48:48,05:48:48,92099,33,10:WD:0
05:50:48,05:50:48,92161,34,10:WD:0
05:52:24,05:52:24,82071,35,10:WD:0
05:55:36,05:55:36,81199,36,10:WD:0
05:56:48,05:56:48,81189,37,10:WD:0
05:58:48,05:58:48,81179,38,10:WD:0
06:01:12,06:01:12,80141,39,10:WD:0
06:04:00,06:04:00,80219,40,10:WD:0
06:09:36,06:09:36,80169,41,10:WD:0
06:12:24,06:12:24,80159,42,10:WD:0
06:14:24,06:14:24,02119,43,10:WD:0
06:18:24,06:18:24,03019,44,10:WD:0
06:19:36,06:19:36,03059,45,10:WD:0
06:21:12,06:21:12,03129,46,10:WD:0
06:22:24,06:22:24,03217,47,10:WD:0
06:26:00,06:26:00,05649,48,10:WD:0
06:27:12,06:27:12,14061,49,10:WD:0
06:29:12,06:29:12,14071,50,10:WD:0
06:30:48,06:30:48,14081,51,10:WD:0
06:32:24,06:32:24,14101,52,10:WD:0
06:35:36,06:35:36,14141,53,10:WD:0
06:36:48,06:36:48,14121,54,10:WD:0
06:38:24,06:38:24,14131,55,10:WD:0
06:40:24,06:40:24,14151,56,10:WD:0
06:42:00,06:42:00,14161,57,10:WD:0
06:43:36,06:43:36,14171,58,10:WD:0
06:46:24,06:46:24,15141,59,10:WD:0
06:47:36,06:47:36,15151,60,10:WD:0
06:48:24,06:48:24,15161,61,10:WD:0
06:50:24,06:50:24,15191,62,10:WD:0
06:51:36,06:51:36,15201,63,10:WD:0
06:54:00,06:54:00,15221,64,10:WD:0
06:55:12,06:55:12,16201,65,10:WD:0
06:56:24,06:56:24,16011,66,10:WD:0
06:58:24,06:58:24,16021,67,10:WD:0
06:59:36,06:59:36,16031,68,10:WD:0
07:00:24,07:00:24,16041,69,10:WD:0
07:01:36,07:01:36,16051,70,10:WD:0
07:02:24,07:02:24,16061,71,10:WD:0
07:03:12,07:03:12,16071,72,10:WD:0
07:04:24,07:04:24,16081,73,10:WD:0
07:06:24,07:06:24,16009,74,10:WD:0
06:00:00,06:00:00,16009,1,10:WD:1
06:01:36,06:01:36,16089,2,10:WD:1
06:02:48,06:02:48,16079,3,10:WD:1
06:04:00,06:04:00,16069,4,10:WD:1
06:05:12,06:05:12,16059,5,10:WD:1
06:06:00,06:06:00,16049,6,10:WD:1
06:06:48,06:06:48,16039,7,10:WD:1
06:08:00,06:08:00,16029,8,10:WD:1
06:10:00,06:10:00,16019,9,10:WD:1
06:10:48,06:10:48,16209,10,10:WD:1
06:12:00,06:12:00,15229,11,10:WD:1
06:12:48,06:12:48,15219,12,10:WD:1
06:14:24,06:14:24,15209,13,10:WD:1
06:15:36,06:15:36,15199,14,10:WD:1
06:17:36,06:17:36,15169,15,10:WD:1
06:18:24,06:18:24,15159,16,10:WD:1
06:19:36,06:19:36,15149,17,10:WD:1
06:21:12,06:21:12,14189,18,10:WD:1
06:22:24,06:22:24,14179,19,10:WD:1
06:24:00,06:24:00,14169,20,10:WD:1
06:26:00,06:26:00,14159,21,10:WD:1
06:27:36,06:27:36,14139,22,10:WD:1
06:29:36,06:29:36,14129,23,10:WD:1
06:30:48,06:30:48,14119,24,10:WD:1
06:33:36,06:33:36,14109,25,10:WD:1
06:35:12,06:35:12,14089,26,10:WD:1
06:38:24,06:38:24,14069,27,10:WD:1
06:40:48,06:40:48,05641,28,10:WD:1
06:42:24,06:42:24,03222,29,10:WD:1
06:45:12,06:45:12,03111,30,10:WD:1
06:46:24,06:46:24,03071,31,10:WD:1
06:47:36,06:47:36,03031,32,10:WD:1
06:50:00,06:50:00,03011,33,10:WD:1
06:52:24,06:52:24,02111,34,10:WD:1
06:55:12,06:55:12,80151,35,10:WD:1
06:58:00,06:58:00,80161,36,10:WD:1
07:04:24,07:04:24,80211,37,10:WD:1
07:06:48,07:06:48,80149,38,10:WD:1
07:09:12,07:09:12,81171,39,10:WD:1
07:11:12,07:11:12,81181,40,10:WD:1
07:12:48,07:12:48,81191,41,10:WD:1
07:14:48,07:14:48,82079,42,10:WD:1
07:16:48,07:16:48,92169,43,10:WD:1
07:18:48,07:18:48,92091,44,10:WD:1
07:20:00,07:20:00,92101,45,10:WD:1
07:20:48,07:20:48,92111,46,10:WD:1
07:22:48,07:22:48,92121,47,10:WD:1
07:24:48,07:24:48,92131,48,10:WD:1
07:26:24,07:26:24,92141,49,10:WD:1
07:27:12,07:27:12,92151,50,10:WD:1
07:28:24,07:28:24,93051,51,10:WD:1
07:30:00,07:30:00,93061,52,10:WD:1
07:31:36,07:31:36,93071,53,10:WD:1
07:33:12,07:33:12,93081,54,10:WD:1
07:34:24,07:34:24,93091,55,10:WD:1
07:36:00,07:36:00,94011,56,10:WD:1
07:37:36,07:37:36,94021,57,10:WD:1
07:38:48,07:38:48,94031,58,10:WD:1
07:40:24,07:40:24,94041,59,10:WD:1
07:42:00,07:42:00,94051,60,10:WD:1
07:44:00,07:44:00,94061,61,10:WD:1
07:46:00,07:46:00,94071,62,10:WD:1
07:47:36,07:47:36,85021,63,10:WD:1
07:49:12,07:49:12,85031,64,10:WD:1
07:50:00,07:50:00,85041,65,10:WD:1
07:51:36,07:51:36,85051,66,10:WD:1
07:52:48,07:52:48,85061,67,10:WD:1
07:53:36,07:53:36,85081,68,10:WD:1
07:54:48,07:54:48,85071,69,10:WD:1
07:56:24,07:56:24,96101,70,10:WD:1
07:58:00,07:58:00,96281,71,10:WD:1
08:03:12,08:03:12,76061,72,10:WD:1
08:05:12,08:05:12,76051,73,10:WD:1
08:07:36,08:07:36,75009,74,10:WD:1
05:00:00,05:00:00,75009,1,10:SAT:0
05:02:24,05:02:24,76059,2,10:SAT:0
05:04:24,05:04:24,76069,3,10:SAT:0
05:09:12,05:09:12,96289,4,10:SAT:0
05:10:48,05:10:48,96109,5,10:SAT:0
05:13:12,05:13:12,85079,6,10:SAT:0
05:14:00,05:14:00,85089,7,10:SAT:0
05:15:12,05:15:12,85069,8,10:SAT:0
05:16:24,05:16:24,85059,9,10:SAT:0
05:18:00,05:18:00,85049,10,10:SAT:0
05:19:12,05:19:12,85039,11,10:SAT:0
05:20:00,05:20:00,85029,12,10:SAT:0
05:20:48,05:20:48,85019,13,10:SAT:0
05:22:00,05:22:00,94079,14,10:SAT:0
05:24:24,05:24:24,94069,15,10:SAT:0
05:25:36,05:25:36,94059,16,10:SAT:0
05:27:12,05:27:12,94049,17,10:SAT:0
05:28:00,05:28:00,94089,18,10:SAT:0
05:29:12,05:29:12,94039,19,10:SAT:0
05:30:48,05:30:48,94029,20,10:SAT:0
05:31:36,05:31:36,94019,21,10:SAT:0
05:33:12,05:33:12,93099,22,10:SAT:0
05:35:12,05:35:12,93089,23,10:SAT:0
05:36:24,05:36:24,93079,24,10:SAT:0
05:37:36,05:37:36,93069,25,10:SAT:0
05:39:12,05:39:12,93059,26,10:SAT:0
05:40:24,05:40:24,92159,27,10:SAT:0
05:41:36,05:41:36,92149,28,10:SAT:0
05:42:48,05:42:48,92139,29,10:SAT:0
05:44:48,05:44:48,92129,30,10:SAT:0
05:46:48,05:46:48,92119,31,10:SAT:0
05:47:36,05:47:36,92109,32,10:SAT:0
05:48:48,05:48:48,92099,33,10:SAT:0
05:50:48,05:50:48,92161,34,10:SAT:0
05:52:24,05:52:24,82071,35,10:SAT:0
05:55:36,05:55:36,81199,36,10:SAT:0
05:56:48,05:56:48,81189,37,10:SAT:0
05:58:48,05:58:48,81179,38,10:SAT:0
06:01:12,06:01:12,80141,39,10:SAT:0
06:04:00,06:04:00,80219,40,10:SAT:0
06:09:36,06:09:36,80169,41,10:SAT:0
06:12:24,06:12:24,80159,42,10:SAT:0
06:14:24,06:14:24,02119,43,10:SAT:0
06:18:24,06:18:24,03019,44,10:SAT:0
06:19:36,06:19:36,03059,45,10:SAT:0
06:21:12,06:21:12,03129,46,10:SAT:0
06:22:24,06:22:24,03217,47,10:SAT:0
06:26:00,06:26:00,05649,48,10:SAT:0
06:27:12,06:27:12,14061,49,10:SAT:0
06:29:12,06:29:12,14071,50,10:SAT:0
06:30:48,06:30:48,14081,51,10:SAT:0
06:32:24,06:32:24,14101,52,10:SAT:0
06:35:36,06:35:36,14141,53,10:SAT:0
06:36:48,06:36:48,14121,54,10:SAT:0
06:38:24,06:38:24,14131,55,10:SAT:0
06:40:24,06:40:24,14151,56,10:SAT:0
06:42:00,06:42:00,14161,57,10:SAT:0
06:43:36,06:43:36,14171,58,10:SAT:0
06:46:24,06:46:24,15141,59,10:SAT:0
06:47:36,06:47:36,15151,60,10:SAT:0
06:48:24,06:48:24,15161,61,10:SAT:0
06:50:24,06:50:24,15191,62,10:SAT:0
06:51:36,06:51:36,15201,63,10:SAT:0
06:54:00,06:54:00,15221,64,10:SAT:0
06:55:12,06:55:12,16201,65,10:SAT:0
06:56:24,06:56:24,16011,66,10:SAT:0
06:58:24,06:58:24,16021,67,10:SAT:0
